24110100:00:4800:11000631851R1 Top of hour 2                                  Bjarke Rasmussen                                  Ukendt                   999999998                                           
24110100:05:2800:04000970650R1 Sw Nat - 02 (Musik Til Din Nat).               Bjarke Rasmussen                                  Ukendt                   999999998                                           
24110100:09:0000:03000970381R1 Sw Generic - 08 (100% God Musik).              Bjarke Rasmussen                                  Ukendt                   999999998                                           
