241101;00:09:00;00:03;000970381;R1 Sw Generic - 08 (100% God Musik).;Bjarke Rasmussen;Ukendt;999999998;;;;;                    
241101;00:05:28;03:32;000004368;Can't Fight The Moonlight;Leann Rimes;Universal;100236818;0001;0004;US;2000;                    
